idx,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text,review_needed,review_reason
255,context,0.2678,0.5186,0.1328,1,1,1,1,,,,neutral,0.9961,0.5206102132797241,에너지 관리,E,신재생에너지 전환,인천시는 2030년까지 설비용량 6.2GW급의 고정식 해상풍력 발전단지를 구축할 계획이다. 여기에 태양광 발전 등 다른 재생에너지 전력을 추가로 공급해 2030년까지 8개 화력발전소를 재생에너지로 완전히 대체할 계획이다. 인천 연안에서 100km 이내 해역의 수심이 20 50m 전후로 고정식 해상풍력 발전기 설치에 적합하다는 평가가 나온다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
256,context,0.2486,0.4414,0.1569,1,2,1,1,,,,neutral,0.9805,0.450141966342926,에너지 관리,E,신재생에너지 전환,"전기산업법에 따르면 전력거래는 원칙적으로 전력시장을 통해서만 가능하며, 일부 도서 지역이나 신재생에너지 발전 전력 거래 등에만 예외가 허용된다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
257,context,0.3002,0.4771,0.2664,3,3,1,1,,,,neutral,0.999,0.47760820388793945,에너지 관리,E,신재생에너지 전환,인천시는 산업단지 태양광 발전사업도 추진하고 있다. 남동공단의 공장 지붕에 태양광 모듈을 설치하는 프로젝트는 산업통상자원부 시범사업에 선정됐다. 박광근 인천시청 에너지산업과장은 300억원을 투자하는 이번 시범사업 결과 특이 사항이 없으면 경기도처럼 산업단지 전체에 태양광 발전 사업을 추진할 필요성이 있다 고 말했다. 인천시는 또한 공공기관 주차장이나 유휴지에도 태양광 모듈 설치에 나설 계획이다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
258,context,0.3171,0.5252,0.2666,3,3,1,1,,,,neutral,0.9997,0.5253273248672485,에너지 관리,E,신재생에너지 전환,인천광역시는 8개 화력발전소를 보유하고 있어 온실가스와 미세먼지 저감을 위한 재생에너지 보급과 확대 필요성을 절감하고 있다. RE100 확산 추세에 따른 지역 제조업 소비전력을 재생에너지로 대체할 필요성도 커지는 상황. 2020년 기준 인천의 제조업 소비전력량은 전체 소비전력량의 46%를 차지했다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
259,context,0.3338,0.5731,0.2665,3,3,1,1,,,,neutral,0.9993,0.5735493898391724,에너지 관리,E,신재생에너지 전환,전남 지역은 태양광을 중심으로 한 재생에너지 자원이 풍부하고 상대적으로 전력 계통 여력이 많아 RE100 달성의 적격지로 꼽힌다. 작년 말 기준 우리나라의 태양광 발전 설비용량 20.9GW 중 호남 지역 용량은 8.8GW로 전체의 40%를 넘었다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
260,context,0.2964,0.5194,0.2133,3,1,1,1,,,,neutral,0.9999,0.5194310545921326,에너지 관리,E,신재생에너지 전환,"이은표 경기도청 RE100 지원팀장은 경기도에 이격거리를 규제하는 시군이 12개 라며 최근 열린 정책협의회에서 김동연 도지사와 시장, 군수들이 이격거리 규제를 단계적으로 폐지한다는 합의문에 서명했다 고 말했다. 그는 또 인허가 기간과 관련. 현재 3개월 걸리는 인허가 기간을 1개월 이내로 하자고 독려하고 있다 고 설명했다. 태양광 발전사업 인허가는 1MW 이하는 시와 군이, 1MW 초과 3MW 미만은 도가 3MW 이상은 산업부가 맡고 있다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
261,opportunity,0.3808,0.486,0.3241,1,1,1,1,,,,positive,0.9724,0.499795526266098,에너지 관리,E,신재생에너지 전환,시화호의 경우 5년 전에도 설비용량 100MW 규모로 수상 태양광 발전 시설을 설치하고 이중 10 20MW의 발전량에 대해서는 주민들과 이익을 공유하려는 시도가 있었으나 관광레저 시설 조성을 선호하는 주민 반대로 무산된 바 있다. 이 팀장은 안산에너지협동조합과 시화호 태양광 사업을 다시 협의하고 있다 며 경기도 내 대형 저수지에도 농어촌공사에서 태양광 발전 사업을 추진하고 있다 고 전했다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
262,context,0.3128,0.5671,0.2127,1,1,3,1,,,,neutral,0.9972,0.5687100291252136,에너지 관리,E,신재생에너지 전환,하지만 정부 정책은 이런 목표에 부합하지 않는다는 지적이 나온다. 정부는 100KW 이하의 소형 태양광 사업자에 대해 20년간 고정가격으로 전력을 매입해주는 소형태양광 고정가격제도를 폐지했다. 전력망 유연성이 확보되지 않아 태양광 발전량이 급격히 늘어날 때 블랙아웃을 우려하는 상황이 발생하기 때문이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
263,context,0.3166,0.5638,0.2266,1,3,2,1,,,,neutral,0.9997,0.5639545321464539,에너지 관리,E,신재생에너지 전환,경기도는 도내 기업의 탄소 감축과 RE100 이행을 위해 9GW 규모 설비용량을 갖춘 태양광 시설을 갖추는 내용의 경기 RE100 추진계획 을 마련하고 2026년까지 마무리할 계획이다. 태양광반전 계획안을 보면 산림 훼손 논란을 피하면서 모든 가용한 수단을 총동원하는 게 특징이다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
264,context,0.2603,0.5089,0.1265,1,1,1,1,,,,neutral,0.9488,0.5363144874572754,에너지 관리,E,신재생에너지 전환,경기도는 50개 산업단지에서 태양력 발전 사업을 추진하기 위해 8개 투자 컨소시엄과 MOU를 체결했다. 193개 산단 중 규정상 태양광 발전업을 할 수 있는 50개 산단의 공장 지붕을 활용해 태양광 모듈을 설치하는 사업이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
265,context,0.3077,0.5785,0.1865,1,3,1,1,,,,neutral,0.999,0.5790646076202393,에너지 관리,E,신재생에너지 전환,RE100은 비영리기구 더클라이밋그룹(The Climate Group)과 CDP(Carbon Disclosure Project)의 주도로 2014년부터 진행된 기업 차원의 자발적인 글로벌 캠페인. RE100 홈페이지(2023년 10월) 기준 전 세계 421개 기업이 RE100에 가입했다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
266,context,0.2616,0.42,0.2132,1,1,3,1,,,,neutral,0.9994,0.4202340245246887,에너지 관리,E,신재생에너지 전환,"아사히( )신문에 따르면 후쿠오카( )시는 지난해 1월 태양광 발전 도입, 자동차 이용 억제를 위한 지하철 사업 등 환경문제 해결에 국한된 환경채권을 처음 발행했다. 발행액은 50억엔이었는데, 기관투자가들의 응모 규모는 798억엔으로 발행액의 약 16배일 정도로 인기가 높았다. 이 때문에 지난해 가을 이후에는 지자체의 ESG채권 발생 금리가 통상의 지방채 금리보다 낮아지는 현상도 발생하고 있다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
267,context,0.1899,0.2952,0.1332,1,1,1,1,,,,neutral,0.9989,0.2955009639263153,에너지 관리,E,신재생에너지 전환,"석탄, 석유, 가스 기업의 자본이 공화당을 지원하기 때문에 화석에너지 사용을 줄이고 신재생에너지 사용을 확대하는 것을 공화당이 좋아할리 없다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
268,context,0.2662,0.5148,0.1323,1,1,1,1,,,,neutral,0.9926,0.518593430519104,에너지 관리,E,신재생에너지 전환,경기도는 태양광 발전 목표를 달성하기 위한 제도 개선도 추진하고 있다. 경기도는 영농형 태양광 발전시설 설치를 위한 농민보호 상생 모델 제시 방안 태양광 모듈 설치 이격거리 규제 폐지 수변 경관을 고려한 수상형 태양광발전 시설 설치 재생에너지 사업 인 허가 절차 간소화 및 금융지원 다양화 공장에 설치한 태양광 발전시설 유지 의무화를 추진하고 있다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
269,context,0.332,0.5677,0.2666,3,3,1,1,,,,neutral,0.9997,0.5679051876068115,에너지 관리,E,신재생에너지 전환,"RE100을 관장하는 다국적 비영리기구 클라이밋 그룹은 지난 3월 한국 정부가 재생에너지 사용을 원하는 기업에 대한 지원에 나서야 한다고 촉구했다. 클라이밋 그룹에 따르면 RE100 기업들 사이에서 한국은 재생에너지 공급 부족과 유연하지 못한 전력망, 비싼 재생에너지 전기 요금 등으로 재생에너저 전력을 구매하기 가장 어려운 나라 중 하나로 꼽혔다. 국내 기업과 국내에 사업장을 보유한 외국 기업을 포함한 RE100 기업들은 국내에서 전체 사용 전력의 2%만 재생에너지 전력으로 충당하고 있다. 중국의 32%, 싱가포르의 26%, 일본의 15%에 크게 뒤지는 수준이다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
270,risk,0.4001,0.5248,0.3329,1,1,1,1,,,,negative,0.9986,0.5255637764930725,에너지 관리,E,신재생에너지 전환,구체적으로 삭감된 내역을 보면 수소환원제철공정 기술개발(60%) 넷제로 수요관리 기술개발(35.3%) RE100 전주기 공정지원 기술개발 및 실증 연구사업(16%) 등이다. 태양광과 풍력 핵심개발 사업도 각각 29.8%와 16.1% 줄었다. 사실상 탄소중립 관련 핵심기술 대부분에 예산삭감이 이뤄진 것이다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
271,opportunity,0.3396,0.3441,0.4384,3,3,1,1,,,,positive,0.6576,0.5232828855514526,인적자원 관리,S,다양성 및 형평성 (DEI),장애인 의무고용은 장애인 고용촉진 및 직업재활법률에 따라 상시 50인 이상 민간기업은 전체 직원의 3.1% 이상을 장애인으로 고용해야 하는 제도다. 한화투자증권은 기존 직무 추가 고용과 함께 사내 장애인 보조 영어강사를 신규 채용해 임직원을 대상으로 어학 교육을 제공하기로 했다.,TRUE,재무영향낮음(잠재규모1·가능성1)
272,context,0.2362,0.4274,0.1333,1,1,1,1,,,,neutral,0.9999,0.4274626672267914,인적자원 관리,S,다양성 및 형평성 (DEI),"재생 농업은 농업이 환경에 미치는 영향을 해결하기 위해 추진되는 농업으로, 생태계 개선과 복원, 토양 건강과 비옥도 증진, 배출량 감소, 유역 관리 강화, 생물 다양성 증대, 농부들의 생계 개선을 목표로 한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
273,context,0.2902,0.5816,0.1333,1,1,1,1,,,,neutral,0.9998,0.5817306041717529,에너지 관리,E,에너지 소비 및 효율화,"양연호 그린피스 기후에너지 캠페이너는 데이터센터 폐열의 일정 비율을 재사용하도록 강제하는 법안을 통과시키기까지 한 독일처럼, 국내도 데이터센터의 에너지 효율 개선 및 재생에너지 사용을 의무화하고 이와 관련된 정보를 투명하게 확인할 수 있도록 만들어야 한다 고 주장했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
274,context,0.2235,0.3909,0.1333,1,1,1,1,,,,neutral,0.9996,0.3910720646381378,에너지 관리,E,신재생에너지 전환,영농형 태양광은 경작지에 태양광 모듈을 설치하는 발전 방식이다. 영농형 태양광 사업에서는 농지에 설치된 태양광 발전 시설을 최장 8년 동안만 운영할 수 있도록 한 현행 농지법이 가장 큰 걸림돌이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
275,context,0.2817,0.5576,0.1332,1,1,1,1,,,,neutral,0.9988,0.5582735538482666,에너지 관리,E,에너지 소비 및 효율화,시즈오카현은 탄소제로 사회를 실현하기 위해서 현 정부가 소유한 건축물의 에너지 소비량을 실질 제로로 하는 ZEB화를 적극 추진하고 있다. ZEB는 태양광 등 자연에너지를 활용한 자가 발전과 에너지 절약을 조합해서 에너지 소비량을 실질 제로로 하는 건물이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
276,context,0.1831,0.3448,0.1161,3,1,1,1,,,,neutral,0.5441,0.6337544322013855,에너지 관리,E,신재생에너지 전환,"이들 기업을 포함해 KT, 삼성 등 대규모 데이터센터를 운용하는 기업이 RE100(재생에너지 100% 사용)을 선언한 만큼 그 운영을 위한 재생에너지 전력 확보도 중요할 것으로 보인다. 이는 추후 전력의 온실가스 배출량을 집계하는 스코프2 항목의 공시 대비를 위해서도 중요하다.",TRUE,낮은신뢰도(0.544) | 감정불명확 | 재무영향낮음(잠재규모1·가능성1)
277,context,0.2696,0.5256,0.1317,1,1,1,1,,,,neutral,0.9881,0.5319399237632751,에너지 관리,E,신재생에너지 전환,"태양광 모듈 설치에 대한 이격거리 규제나 인허가 절차 간소화, 금융지원 확대 등은 재생에너지 보급 확대에 필수적이다. 유럽연합(EU)도 탄소중립 달성과 에너지 안보 확보를 위해 재생에너지 보급을 적극 추진하면서 유사한 규제 완화에 나섰다. 미국은 인플레이션감축법(IRA) 제정을 통해 풍력 발전과 상업용 태양광 발전 및 가정용 태양광 패널 설치, 지열 발전 등에 세액공제 혜택을 주고 있다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
278,context,0.3402,0.639,0.1732,1,1,2,1,,,,neutral,0.999,0.6396821141242981,에너지 관리,E,신재생에너지 전환,또한 인허가 기간 단축을 위한 재생에너지(Renewable Energy Directive) 지침 개정과 2022년 에너지 위기 극복을 위해 도입된 인허가 절차 단축을 위한 비상조치 적용 기간 연장 고부가가치 장치에 대한 보상과 프로젝트 추진 일정 준수를 가능하게 하는 입찰 설계 관련 산업의 사이버보안 위험 관리 등의 내용도 포함돼 있다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
279,context,0.2523,0.4734,0.1333,1,1,1,1,,,,neutral,0.9999,0.4734196662902832,에너지 관리,E,신재생에너지 전환,"경기도가 산업단지와 농지, 호수, 가정과 공공기관 부지를 가리지 않고 태양광 발전을 늘리는데 적극적인 가운데 용인시도 내년 4개 공공기관 건물과 옥상에 설비용량 730KW 규모의 태양광 모듈을 설치할 계획이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
280,context,0.3162,0.5719,0.1724,1,1,2,1,,,,neutral,0.9944,0.575128972530365,에너지 관리,E,신재생에너지 전환,보고서는 올해 재생에너지 발전 능력은 500GW 확충될 것으로 전망하며 하루에 10억달러 이상이 태양광 발전에 투자되고 있다고 밝혔다. 각국 정부가 발표한 정책을 고려할 때 2030년에는 전력 생산을 위한 투자의 80%가 재생에너지에 집중되고 태양광 발전 투자가 50% 이상을 차지할 전망이다. 하지만 가격 경쟁력과 태양광 모듈 생산능력을 고려하면 태양광 발전이 가진 잠재력은 더 크다는 분석이 나온다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
281,context,0.2773,0.545,0.1331,1,1,1,1,,,,neutral,0.9984,0.5458424687385559,에너지 관리,E,에너지 소비 및 효율화,탄소배출을 줄이기 위해 이 은행은 2025년 에너지 절감 목표를 20%에서 30%로 확대하고 2025년까지 자체 전력 사용으로 100% 재생에너지로 전환할 계획이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
282,context,0.2782,0.5474,0.1333,1,1,1,1,,,,neutral,0.9994,0.547744631767273,에너지 관리,E,신재생에너지 전환,IRENA(국제재생에너지기구)는 급속한 재생에너지 전환에 따라 관련 폐기물이 앞으로 새로운 환경 문제를 야기할 것 이라며 그 중 태양광 폐패널(PV) 처리가 가장 큰 과제 중 하나 라고 지적했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
283,context,0.3478,0.6072,0.2266,1,3,2,1,,,,neutral,0.9997,0.6073985695838928,에너지 관리,E,신재생에너지 전환,IEA(국제에너지기구)가 지난 14일 발표한 에너지전망 보고서에 따르면 2030년에는 전력 생산을 위한 투자의 80%가 재생에너지에 집중될 전망이다. 대부분의 선진국들이 2040년에서 2050년까지 탄소중립을 달성하겠다고 약속함에 따라 재생에너지 확대는 피할 수 없는 선택이기 때문이다. 특히 글로벌 기업들의 RE100(재생에너지 100% 사용) 가입이 이어지는 것도 재생에너지 수요를 늘리는 요인이 되고 있다.,TRUE,감정불명확
284,context,0.2024,0.3308,0.1333,1,1,1,1,,,,neutral,0.9999,0.3308146595954895,인적자원 관리,S,다양성 및 형평성 (DEI),"자연재건 전문가인 제리 머레이는 지난 6월 BBC에 기고한 글에서 현재 우리의 식습관은 지구를 질식시키고 있다 면서 식량 생산은 전 세계 생물 다양성 손실의 거의 60%의 원인이며, 남획과 기후 변화와 물 부족을 야기하고 있다 며 곤충을 먹어도 좋다는 생각을 받아들이는 방식으로 식습관에 변화를 줘 기후 변화에 맞서 싸울 것을 촉구했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
285,context,0.2852,0.5673,0.1333,1,1,1,1,,,,neutral,0.9999,0.5673930644989014,인적자원 관리,S,다양성 및 형평성 (DEI),"호주 정부는 ESG 공시 외에도 다양한 산업 분야에서 ESG 경영이 이루어지도록 정책적 기반 조성에 나서고 있다. 광업 분야에서는 차별 금지와 인권, 뇌물 수수 등 부패 방지를 위한 입법을 추진하고 있다. 탄소배출이 많은 철강 산업의 탄소 감축을 위해 지속가능 철강업체를 식별하는 인증 제도인 환경 지속가능헌장(Environmental Sustainability Charter, ESC) 도 운영하고 있다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
286,opportunity,0.4472,0.6619,0.3316,1,1,1,1,,,,positive,0.9947,0.6654385328292847,에너지 관리,E,신재생에너지 전환,네이버는 다양한 파트너와의 협업으로 사옥 및 데이터센터의 재생에너지 사용을 확대해 RE100 및 2040 카본 네거티브 를 달성하겠다는 계획이다. 네이버는 지난해 12월 태양광 발전을 통한 재생에너지를 도입하기 위해 한국전력 및 엔라이튼과 제3자 PPA를 체결한 바 있다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
287,context,0.2535,0.4235,0.1866,1,3,1,1,,,,neutral,0.9999,0.4235382378101349,인적자원 관리,S,다양성 및 형평성 (DEI),이번 정상회담을 개최한 드니 사수 은게 콩고민주공화국 대통령은 열대우림 보전과 생물 다양성 보호를 위한 열대우림 보유국의 연합을 촉구한다.며 열대우림을 보전하기 위한 협력 및 자금 조달을 위한 글로벌 거버넌스를 구축하는 것이 이번 회담의 목표라고 밝혔다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
288,context,0.3068,0.589,0.1733,1,1,2,1,,,,neutral,0.9999,0.5891042351722717,인적자원 관리,S,다양성 및 형평성 (DEI),"포럼의 기조연설은 기후 변화에 관한 정부간 협의체(IPCC) 제6차 종합보고서 핵심 저자인 이준이 부산대 교수가 맡는다. 이 교수의 연설 주제는 온실가스 감축, 기후위험 저감, 생물 다양성 증대 등을 아우르는 내용을 담은 기후 탄력적 발전 이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
289,opportunity,0.4161,0.5698,0.3333,1,1,1,1,,,,positive,0.9998,0.5699577331542969,에너지 관리,E,신재생에너지 전환,한국수자원공사와 네이버가 수력발전 재생에너지 공급을 위한 직접전력거래계약(PPA)을 체결했다고 30일 밝혔다. 이번 계약으로 네이버는 국내 최초로 수력발전으로 만든 PPA 재생에너지를 사옥 운영에 도입하게 된다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
290,context,0.2799,0.5706,0.1233,1,1,1,1,,,,neutral,0.925,0.616823136806488,에너지 관리,E,에너지 소비 및 효율화,"EU는 에너지효율화지침(Energy Efficiency Directive)을 통해 회원국 내 데이터센터 전력 사용 정보 공개 의무를 지난달 20일 부과했다. 500kW 이상 전력을 소모하는 데이터센터를 소유하거나 운영하는 기업은 내년 5월까지 관련 정보를 공개해야 한다고 못 박은 것. 공개 항목은 데이터센터 내 설정 온도, 용수 사용량, 폐열 활용 방안과 재생에너지 활용 비율 등이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
291,context,0.2728,0.532,0.1332,1,1,1,1,,,,neutral,0.9988,0.5326300859451294,에너지 관리,E,신재생에너지 전환,캐나다 ESG전문 매체 코퍼릿나이츠(Corporate Knights)는 전 세계적으로 재생 에너지 생산을 위한 태양광 발전 사업이 팽창함에 따라 태양광 폐패널 처리 문제 해결을 위한 조치가 시급하다 고 최근 보도했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
292,opportunity,0.4226,0.5952,0.3296,1,1,1,1,,,,positive,0.9887,0.6019828915596008,에너지 관리,E,에너지 소비 및 효율화,"카카오는 지난 9월 재생에너지 인프라와 고효율 에너지 설비, 우수 중수 폐열 재활용 시스템 도입 및 자연 조건을 활용한 다양한 에너지 절감 기술을 적용 한 자체 데이터센터를 준공했다. 네이버 또한 태양광 재생에너지 사용, 서버 폐열을 활용한 온실식물 재배, 빗물을 모아 냉각수로 활용하는 등 친환경 데이터센터를 구축했다고 밝혔다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
293,context,0.3299,0.6149,0.2133,1,1,3,1,,,,neutral,0.9998,0.6149929761886597,윤리경영·준법,G,반부패 및 컴플라이언스,이번에 제정된 우리금융그룹 윤리강령 가이드라인은 조직구성원이 우리금융이 설정한 윤리 수준을 이해하고 행동할 수 있도록 도와주는 구체적인 행동 기준이다. 임 회장은 윤리경영 가이드라인은 업무수행 과정에서 옳고 그름의 판단 기준이 될 것 이라며 우리의 발목을 잡았던 금융사고를 반면교사로 삼아 CEO들이 솔선수범해서 윤리경영 문화를 완성해달라 고 당부했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
294,context,0.2599,0.495,0.1333,1,1,1,1,,,,neutral,0.9994,0.4953192174434662,에너지 관리,E,신재생에너지 전환,"한화는 영농형 태양광 발전소를 운영하면 수확량이 일부 감소할 수 있고 작물마다 차이가 있지만, 80% 수준의 수확량을 보인다고 밝혔다. 반면에 에너지 생산에 따른 농업 원가 절감과 발전 수익까지 더하면 기존 수익보다 최대 5배까지 많은 수익을 올릴 수 있다고 설명했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
295,context,0.2198,0.3406,0.1732,1,1,2,1,,,,neutral,0.9995,0.340755432844162,인적자원 관리,S,다양성 및 형평성 (DEI),"그러나 팜 농장 개간을 위한 산림 벌채와 열대 우림 파괴, 생물 다양성 감소, 원주민 공동체 파괴와 생산 노동자 착취 등 팜유 생산과 관련된 지속가능성 문제가 계속 제기되어 왔다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
296,context,0.2736,0.5343,0.1333,1,1,1,1,,,,neutral,0.9997,0.5345087647438049,기후변화·온실가스,E,Scope 3 배출량,"이에 대해 이재혁 상장회사협의회 전무는 특히 스코프3(Scope 3) 공시에 대한 기업의 어려움을 드러냈고, 중복공시 해결을 위한 통합 플랫폼 구축을 강조했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
297,context,0.3035,0.534,0.1733,1,1,2,1,,,,neutral,0.9996,0.5341905951499939,에너지 관리,E,에너지 소비 및 효율화,ICL 연구진의 이번 전망은 2021년 이후 이산화탄소 배출량을 토대로 다시 분석한 것이다. 연구진은 대기 온도를 낮추는 효과를 내는 에어로졸 입자가 화석연료 사용량 감소와 함께 줄어든 것도 기온 상승의 또 다른 요소가 될 수 있다고 지적했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
298,context,0.2946,0.5942,0.1333,1,1,1,1,,,,neutral,0.9999,0.5942770838737488,기후변화·온실가스,E,Scope 1·2 배출량,"이번 대회에는 서울시에 소재한 에너지다소비건물과 ESG 경영에 깊은 관심을 가진 기업 등 32곳이 참가했다. 우수건물로 선정된 14곳은 지난해 7 8월 대비 대비 약 3GWh(평균 5%)가량 전기 사용량을 줄였다. 이는 시내의 약 5,000 가구가 사용할 수 있는 전력량이다. (2023년 8월 기준 서울시 가구 평균 전력 사용량은 303KWh 월이다.)",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
299,opportunity,0.2911,0.4054,0.257,1,1,2,1,,,,positive,0.593,0.6835966110229492,윤리경영·준법,G,반부패 및 컴플라이언스,"최근 ESG 공시 인증 기준인 국제지속가능성인증기준(International Standard on Sustainability Assuarance 5000, ISSA 5000)을 공개한 IAASB는 인증제공자는 국제윤리기준위원회의 국제윤리기준(International Independence Standards)을 포함한 전문회계사 윤리강령(International Code of Ethics for Professional Accountants)과 같은 관련 윤리적 요구 사항을 준수하고 ISSAB의 품질관리기준에 부합하는 수준의 품질관리 시스템을 갖출 것을 요구한다. 인증기관의 독립성도 중요한 자격 조건이다.",TRUE,낮은신뢰도(0.593) | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
300,context,0.261,0.5339,0.1141,1,1,1,1,,,,neutral,0.8557,0.623988926410675,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"제한적 확신(Limited Assurance)은 인증 대상 정보에 대한 정보 사용자의 신뢰가 유의미한 수준 이상이지만, 합리적 확신에 미치지 못하는 수준을 뜻한다. 대표적인 사례로 기업의 분기나 반기 재무제표에 대한 감사인의 검토의견이 여기에 해당한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
